è¨ëqÇÃì`î¿ëπé∏ÉfÅ[É^,,,,H30.6.15,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ç¿ïWx,ç¿ïWy,"ì`î¿ëπé∏
Loss",ìπòHÇ…âàÇ¡ÇΩãóó£,ëóéÛêMä‘ãóó£,ìπòHïù,ìπòHäp,ÉRÅ[ÉXñº,,,
[m],[m],[dB],[m],[m],[m],[Åã],,,,
248.0,-57.2,130.4,260,526.3,4,18.2,áH,,,
257.7,-59.6,129.5,270,535.8,4,17.9,áH,,,
267.4,-61.9,131.9,280,545.3,4,17.6,áH,,,
277.2,-64.2,127.2,290,554.9,4,17.2,áH,,,
286.9,-66.6,131.4,300,564.4,4,16.9,áH,,,
301.0,3.5,135.9,10,545.2,5,10.4,áI,,,
291.2,5.7,135.7,20,535.4,5,10.6,áI,,,
281.5,7.9,133.9,30,525.6,5,10.8,áI,,,
271.7,10.2,132.5,40,515.8,5,11.0,áI,,,
262.0,12.4,131.4,50,506.0,5,11.2,áI,,,
252.2,14.7,132.7,60,496.1,5,11.4,áI,,,
242.5,16.9,132.2,70,486.4,5,11.7,áI,,,
232.7,19.2,132.8,80,476.6,5,11.9,áI,,,
223.0,21.4,128.8,90,466.8,5,12.2,áI,,,
213.3,23.7,129.2,100,457.0,5,12.4,áI,,,
203.5,25.9,129.1,110,447.3,5,12.7,áI,,,
193.8,28.1,130.9,120,437.5,5,13.0,áI,,,
184.0,30.4,129.1,130,427.8,5,13.3,áI,,,
174.3,32.6,128.4,140,418.0,5,13.6,áI,,,
164.5,34.9,127.2,150,408.3,5,14.0,áI,,,
154.8,37.1,126.7,160,398.6,5,14.3,áI,,,
145.0,39.4,131.5,170,388.9,5,14.7,áI,,,
236.3,-116.2,135.8,10,550.2,4,64.1,áJ,,,
238.3,-106.4,137.2,20,545.9,4,65.0,áJ,,,
240.3,-96.6,136.4,30,541.8,4,66.0,áJ,,,
242.3,-86.8,133.8,40,537.8,4,67.0,áJ,,,
244.4,-77.0,133.6,50,534.0,4,68.0,áJ,,,
246.4,-67.2,131.2,60,530.3,4,69.0,áJ,,,
248.4,-57.4,132.2,70,526.8,4,70.0,áJ,,,
250.5,-47.6,135.4,80,523.5,4,71.0,áJ,,,
252.5,-37.8,135.0,90,520.3,4,72.1,áJ,,,
254.5,-28.0,138.2,100,517.3,4,73.1,áJ,,,
256.6,-18.3,134.5,110,514.5,4,74.2,áJ,,,
258.6,-8.5,134.1,120,511.8,4,75.3,áJ,,,
260.6,1.3,137.9,130,509.4,4,76.3,áJ,,,
262.7,11.1,133.6,140,507.1,4,77.4,áJ,,,
264.7,20.9,134.9,150,505.0,4,78.5,áJ,,,
266.7,30.7,133.9,160,503.2,4,79.7,áJ,,,
268.8,40.5,129.4,170,501.5,4,80.8,áJ,,,
270.8,50.3,130.0,180,500.0,4,81.9,áJ,,,
207.1,70.2,124.5,10,433.3,4,82.1,áK,,,
205.0,60.4,129.4,20,434.8,4,80.8,áK,,,
202.8,50.6,133.2,30,436.5,4,79.5,áK,,,
200.7,40.9,131.4,40,438.4,4,78.2,áK,,,
198.6,31.1,130.4,50,440.6,4,76.9,áK,,,
196.4,21.3,126.4,60,442.9,4,75.7,áK,,,
194.3,11.5,126.8,70,445.5,4,74.4,áK,,,
192.2,1.8,129.3,80,448.3,4,73.2,áK,,,
190.1,-8.0,126.1,90,451.3,4,72.0,áK,,,
187.9,-17.8,125.8,100,454.5,4,70.8,áK,,,
185.8,-27.5,127.7,110,457.9,4,69.6,áK,,,
183.7,-37.3,123.2,120,461.4,4,68.4,áK,,,
181.5,-47.1,124.9,130,465.2,4,67.3,áK,,,
179.4,-56.8,124.4,140,469.2,4,66.2,áK,,,
177.3,-66.6,125.6,150,473.3,4,65.1,áK,,,
175.1,-76.4,128.6,160,477.6,4,64.0,áK,,,
173.0,-86.2,129.5,170,482.1,4,62.9,áK,,,
170.9,-95.9,129.3,180,486.7,4,61.9,áK,,,
47.1,-17.1,127.5,10,342.0,6,59.4,áL,,,
44.9,-26.8,127.8,20,347.2,6,57.9,áL,,,
42.6,-36.5,130.5,30,352.6,6,56.6,áL,,,
40.3,-46.3,128.6,40,358.2,6,55.2,áL,,,
38.0,-56.0,130.6,50,364.0,6,53.9,áL,,,
67.2,-76.5,130.3,10,398.7,5,55.5,áM,,,
69.6,-66.8,129.5,20,393.1,5,56.7,áM,,,
71.9,-57.0,129.9,30,387.7,5,57.9,áM,,,
74.2,-47.3,129.5,40,382.5,5,59.2,áM,,,
76.6,-37.6,128.2,50,377.4,5,60.5,áM,,,
78.9,-27.9,125.3,60,372.6,5,61.9,áM,,,
367.2,-146.4,131.7,10,674.8,4,69.1,áN,,,
369.3,-136.7,130.8,20,671.3,4,69.9,áN,,,
371.4,-126.9,131.2,30,667.9,4,70.7,áN,,,
373.5,-117.1,130.5,40,664.7,4,71.6,áN,,,
375.6,-107.3,134.8,50,661.6,4,72.4,áN,,,
377.6,-97.5,134.2,60,658.7,4,73.2,áN,,,
379.7,-87.8,132.8,70,655.8,4,74.0,áN,,,
381.8,-78.0,136.1,80,653.2,4,74.9,áN,,,
383.9,-68.2,137.1,90,650.6,4,75.7,áN,,,
386.0,-58.4,137.4,100,648.2,4,76.6,áN,,,
388.0,-48.6,129.7,110,646.0,4,77.5,áN,,,
390.1,-38.9,132.0,120,643.9,4,78.3,áN,,,
392.2,-29.1,135.1,130,641.9,4,79.2,áN,,,
388.3,-15.0,132.8,10,632.9,6,9.7,áO,,,
378.5,-12.9,137.2,20,623.1,6,9.8,áO,,,
368.7,-10.8,136.3,30,613.2,6,10.0,áO,,,
358.9,-8.7,135.4,40,603.4,6,10.1,áO,,,
349.1,-6.6,135.4,50,593.5,6,10.3,áO,,,
339.4,-4.5,135.0,60,583.7,6,10.5,áO,,,
321.0,-75.9,129.1,10,598.7,4,16.4,áP,,,
330.8,-78.1,134.8,20,608.3,4,16.2,áP,,,
340.5,-80.4,137.4,30,617.9,4,15.9,áP,,,
350.2,-82.7,133.8,40,627.5,4,15.6,áP,,,
360.0,-85.0,135.2,50,637.1,4,15.4,áP,,,
369.7,-87.3,133.6,60,646.8,4,15.2,áP,,,
-50.4,-266.1,133.9,10,508.2,5,59.6,áQ,,,
-40.6,-268.4,137.4,20,513.4,5,58.7,áQ,,,
-30.9,-270.7,136.5,30,518.6,5,57.7,áQ,,,
-21.2,-273.0,136.1,40,524.0,5,56.8,áQ,,,
-11.4,-275.3,134.7,50,529.6,5,55.9,áQ,,,
-1.7,-277.6,138.0,60,535.3,5,55.0,áQ,,,
8.0,-279.9,137.8,70,541.0,5,54.2,áQ,,,
17.8,-282.2,136.8,80,547.0,5,53.3,áQ,,,
27.5,-284.5,139.9,90,553.0,5,52.5,áQ,,,
37.2,-286.8,140.4,100,559.1,5,51.7,áQ,,,
47.0,-289.1,140.2,110,565.4,5,50.9,áQ,,,
56.7,-291.4,135.5,120,571.8,5,50.1,áQ,,,
66.4,-293.7,136.1,130,578.2,5,49.3,áQ,,,
76.2,-296.0,137.9,140,584.8,5,48.6,áQ,,,
85.9,-298.3,140.5,150,591.5,5,47.9,áQ,,,
95.6,-300.6,139.8,160,598.2,5,47.1,áQ,,,
105.4,-302.9,142.7,170,605.1,5,46.5,áQ,,,
115.1,-305.2,143.2,180,612.0,5,45.8,áQ,,,
124.8,-307.5,139.2,190,619.0,5,45.1,áQ,,,
134.6,-309.8,139.2,200,626.1,5,44.5,áQ,,,
144.3,-312.1,139.4,210,633.3,5,43.8,áQ,,,
154.0,-314.4,138.4,220,640.5,5,43.2,áQ,,,
163.8,-316.7,137.6,230,647.9,5,42.6,áQ,,,
173.5,-319.0,134.7,240,655.3,5,42.0,áQ,,,
183.2,-321.3,136.5,250,662.7,5,41.4,áQ,,,
193.0,-323.6,137.1,260,670.2,5,40.9,áQ,,,
202.7,-325.9,139.8,270,677.8,5,40.3,áQ,,,
212.4,-328.1,136.7,280,685.5,5,39.8,áQ,,,
222.2,-330.4,141.1,290,693.2,5,39.2,áQ,,,
247.1,-267.6,137.4,10,661.0,4,33.9,áR,,,
237.4,-265.2,138.5,20,652.8,4,34.4,áR,,,
227.6,-262.9,140.4,30,644.5,4,34.9,áR,,,
217.9,-260.5,136.6,40,636.4,4,35.4,áR,,,
208.2,-258.2,137.0,50,628.2,4,35.9,áR,,,
198.5,-255.8,136.9,60,620.2,4,36.5,áR,,,
188.8,-253.5,136.9,70,612.1,4,37.0,áR,,,
179.0,-251.1,139.8,80,604.2,4,37.6,áR,,,
169.3,-248.8,140.5,90,596.3,4,38.2,áR,,,
159.6,-246.4,136.6,100,588.5,4,38.8,áR,,,
149.9,-244.1,136.1,110,580.7,4,39.4,áR,,,
140.2,-241.7,137.3,120,573.0,4,40.0,áR,,,
130.4,-239.4,139.6,130,565.4,4,40.7,áR,,,
120.7,-237.0,142.1,140,557.9,4,41.4,áR,,,
111.0,-234.7,138.0,150,550.4,4,42.0,áR,,,
101.3,-232.3,137.5,160,543.0,4,42.7,áR,,,
91.6,-229.9,135.7,170,535.7,4,43.5,áR,,,
81.9,-227.6,139.8,180,528.5,4,44.2,áR,,,
72.1,-225.2,137.6,190,521.4,4,45.0,áR,,,
62.4,-222.9,136.8,200,514.3,4,45.8,áR,,,
52.7,-220.5,135.3,210,507.4,4,46.6,áR,,,
43.0,-218.2,134.7,220,500.6,4,47.4,áR,,,
33.3,-215.8,136.4,230,493.9,4,48.3,áR,,,
23.5,-213.5,138.4,240,487.3,4,49.1,áR,,,
13.8,-211.1,137.3,250,480.8,4,50.0,áR,,,
4.1,-208.8,136.2,260,474.4,4,51.0,áR,,,
-5.6,-206.4,136.5,270,468.2,4,51.9,áR,,,
-15.3,-204.1,135.3,280,462.1,4,52.9,áR,,,
-25.1,-201.7,136.4,290,456.2,4,53.9,áR,,,
-34.8,-199.4,138.4,300,450.3,4,54.9,áR,,,
-14.6,-311.5,132.6,10,562.5,5,31.1,áS,,,
-12.5,-301.7,132.6,20,554.0,5,31.6,áS,,,
-10.4,-291.9,133.8,30,545.5,5,32.2,áS,,,
-8.4,-282.1,132.6,40,537.0,5,32.7,áS,,,
-6.3,-272.3,134.6,50,528.7,5,33.3,áS,,,
-4.3,-262.5,134.6,60,520.3,5,33.9,áS,,,
-2.2,-252.8,135.5,70,512.1,5,34.5,áS,,,
-0.2,-243.0,135.9,80,503.9,5,35.2,áS,,,
1.9,-233.2,133.6,90,495.7,5,35.8,áS,,,
4.0,-223.4,135.7,100,487.6,5,36.5,áS,,,
6.0,-213.6,136.9,110,479.6,5,37.2,áS,,,
8.1,-203.8,136.3,120,471.7,5,38.0,áS,,,
10.1,-194.0,138.5,130,463.9,5,38.7,áS,,,
12.2,-184.3,137.2,140,456.1,5,39.5,áS,,,
14.2,-174.5,137.1,150,448.5,5,40.3,áS,,,
16.3,-164.7,135.2,160,440.9,5,41.2,áS,,,
18.4,-154.9,139.1,170,433.4,5,42.0,áS,,,
20.4,-145.1,135.4,180,426.0,5,43.0,áS,,,
22.5,-135.3,138.5,190,418.8,5,43.9,áS,,,
24.5,-125.5,136.5,200,411.6,5,44.8,áS,,,
26.6,-115.8,134.3,210,404.6,5,45.8,áS,,,
28.6,-106.0,128.2,220,397.7,5,46.9,áS,,,
-22.4,-131.4,133.5,10,393.3,5,49.1,?,,,
-12.7,-133.8,138.2,20,399.9,5,48.0,?,,,
-3.0,-136.3,135.4,30,406.6,5,47.0,?,,,
6.7,-138.7,137.4,40,413.5,5,45.9,?,,,
16.4,-141.1,135.2,50,420.5,5,45.0,?,,,
26.1,-143.6,135.8,60,427.7,5,44.0,?,,,
35.8,-146.0,136.7,70,434.9,5,43.1,?,,,
45.4,-148.5,136.1,80,442.3,5,42.2,?,,,
55.1,-150.9,140.2,90,449.7,5,41.4,?,,,
64.8,-153.4,138.8,100,457.3,5,40.5,?,,,
74.5,-155.8,139.9,110,464.9,5,39.7,?,,,
84.2,-158.3,138.1,120,472.7,5,39.0,?,,,
93.9,-160.7,137.7,130,480.5,5,38.2,?,,,
103.6,-163.2,139.1,140,488.4,5,37.5,?,,,
113.3,-165.6,139.1,150,496.4,5,36.8,?,,,
123.0,-168.0,136.6,160,504.4,5,36.1,?,,,
132.7,-170.5,136.1,170,512.5,5,35.4,?,,,
142.4,-172.9,138.5,180,520.7,5,34.8,?,,,
231.2,-145.2,132.2,10,564.6,4,61.9,?,,,
229.1,-155.0,136.4,20,569.3,4,61.0,?,,,
227.0,-164.8,136.6,30,574.3,4,60.1,?,,,
224.9,-174.5,140.6,40,579.3,4,59.3,?,,,
222.8,-184.3,137.5,50,584.5,4,58.4,?,,,
220.7,-194.1,136.9,60,589.8,4,57.6,?,,,
218.6,-203.9,135.3,70,595.2,4,56.8,?,,,
216.4,-213.6,135.8,80,600.7,4,56.0,?,,,
214.3,-223.4,133.9,90,606.4,4,55.2,?,,,
212.2,-233.2,138.0,100,612.1,4,54.4,?,,,
210.1,-243.0,138.4,110,618.0,4,53.7,?,,,
208.0,-252.7,138.3,120,624.0,4,52.9,?,,,
205.9,-262.5,138.3,130,630.1,4,52.2,?,,,
203.8,-272.3,140.8,140,636.2,4,51.5,?,,,
201.7,-282.1,140.9,150,642.5,4,50.8,?,,,
199.6,-291.8,141.3,160,648.9,4,50.1,?,,,
197.5,-301.6,139.4,170,655.3,4,49.4,?,,,
195.4,-311.4,139.0,180,661.9,4,48.8,?,,,
193.3,-321.2,137.2,190,668.5,4,48.1,?,,,
191.2,-331.0,137.3,200,675.2,4,47.5,?,,,
189.1,-340.7,135.7,210,682.0,4,46.9,?,,,
187.0,-350.5,134.7,220,688.9,4,46.3,?,,,
118.9,-343.2,135.0,10,646.8,5,41.4,?,,,
121.0,-333.5,137.1,20,639.3,5,42.0,?,,,
123.0,-323.7,136.9,30,631.9,5,42.6,?,,,
125.1,-313.9,138.0,40,624.6,5,43.2,?,,,
127.1,-304.1,140.3,50,617.4,5,43.8,?,,,
129.2,-294.3,140.7,60,610.2,5,44.5,?,,,
131.2,-284.5,137.1,70,603.1,5,45.1,?,,,
133.3,-274.7,135.0,80,596.1,5,45.8,?,,,
135.3,-265.0,134.4,90,589.1,5,46.5,?,,,
137.4,-255.2,137.1,100,582.3,5,47.2,?,,,
139.5,-245.4,136.8,110,575.6,5,48.0,?,,,
141.5,-235.6,140.4,120,568.9,5,48.7,?,,,
143.6,-225.8,140.4,130,562.4,5,49.5,?,,,
145.6,-216.0,136.3,140,555.9,5,50.2,?,,,
147.7,-206.2,136.7,150,549.6,5,51.1,?,,,
149.7,-196.4,142.7,160,543.3,5,51.9,?,,,
151.8,-186.7,141.8,170,537.2,5,52.7,?,,,
153.9,-176.9,139.4,180,531.2,5,53.6,?,,,
155.9,-167.1,136.9,190,525.3,5,54.4,?,,,
158.0,-157.3,136.8,200,519.6,5,55.3,?,,,
160.0,-147.5,135.6,210,514.0,5,56.3,?,,,
162.1,-137.7,134.7,220,508.5,5,57.2,?,,,
97.8,-114.0,127.5,10,446.9,4,53.3,?,,,
95.8,-123.7,129.0,20,453.0,4,52.3,?,,,
93.8,-133.5,130.3,30,459.2,4,51.3,?,,,
91.8,-143.3,133.1,40,465.5,4,50.3,?,,,
89.7,-153.1,136.8,50,471.9,4,49.4,?,,,
87.7,-162.9,134.4,60,478.5,4,48.5,?,,,
85.7,-172.7,135.1,70,485.2,4,47.6,?,,,
83.7,-182.5,137.5,80,492.0,4,46.7,?,,,
81.7,-192.3,133.8,90,498.9,4,45.9,?,,,
79.7,-202.1,137.6,100,505.9,4,45.1,?,,,
77.7,-211.9,136.1,110,513.0,4,44.3,?,,,
75.7,-221.7,137.1,120,520.2,4,43.5,?,,,
73.7,-231.5,136.4,130,527.5,4,42.8,?,,,
71.6,-241.3,135.2,140,534.9,4,42.1,?,,,
69.6,-251.1,136.0,150,542.4,4,41.4,?,,,
67.6,-260.9,133.5,160,549.9,4,40.7,?,,,
65.6,-270.7,130.9,170,557.5,4,40.0,?,,,
63.6,-280.5,137.1,180,565.2,4,39.3,?,,,
61.6,-290.3,133.7,190,573.0,4,38.7,?,,,
59.6,-300.1,137.1,200,580.8,4,38.1,?,,,
57.6,-309.9,136.1,210,588.7,4,37.5,?,,,
55.6,-319.7,133.0,220,596.7,4,36.9,?,,,
316.4,-391.9,140.8,10,800.2,5,52.2,?,,,
318.5,-382.1,145.1,20,794.1,5,52.8,?,,,
320.6,-372.3,143.2,30,788.1,5,53.4,?,,,
322.7,-362.5,145.4,40,782.1,5,54.0,?,,,
324.7,-352.8,141.9,50,776.3,5,54.6,?,,,
326.8,-343.0,142.2,60,770.6,5,55.2,?,,,
328.9,-333.2,141.8,70,764.9,5,55.8,?,,,
331.0,-323.4,140.7,80,759.3,5,56.4,?,,,
333.1,-313.7,139.7,90,753.8,5,57.1,?,,,
335.2,-303.9,138.5,100,748.4,5,57.7,?,,,
337.3,-294.1,138.6,110,743.1,5,58.4,?,,,
339.4,-284.3,138.9,120,738.0,5,59.0,?,,,
341.5,-274.5,139.9,130,732.9,5,59.7,?,,,
343.6,-264.8,139.5,140,727.9,5,60.4,?,,,
345.7,-255.0,140.5,150,723.0,5,61.1,?,,,
347.8,-245.2,141.5,160,718.2,5,61.8,?,,,
349.9,-235.4,137.8,170,713.5,5,62.5,?,,,
352.0,-225.7,134.2,180,708.9,5,63.2,?,,,
354.1,-215.9,131.8,190,704.5,5,63.9,?,,,
356.2,-206.1,133.1,200,700.1,5,64.6,?,,,
358.3,-196.3,132.5,210,695.9,5,65.4,?,,,
360.4,-186.5,137.2,220,691.8,5,66.1,?,,,
362.5,-176.8,137.8,230,687.8,5,66.9,?,,,
266.7,-340.5,141.3,10,728.8,5,38.2,?,,,
276.5,-342.5,143.9,20,736.7,5,37.7,?,,,
286.2,-344.6,145.6,30,744.6,5,37.2,?,,,
296.0,-346.7,143.1,40,752.6,5,36.8,?,,,
305.8,-348.8,146.1,50,760.7,5,36.3,?,,,
331.4,-288.4,137.6,10,734.9,5,29.8,?,,,
321.7,-286.0,135.9,20,726.3,5,30.2,?,,,
312.0,-283.6,134.3,30,717.7,5,30.6,?,,,
302.3,-281.2,140.0,40,709.1,5,31.0,?,,,
292.6,-278.8,140.9,50,700.5,5,31.4,?,,,
294.6,-209.1,136.7,10,654.3,5,28.8,?,,,
304.4,-211.2,135.1,20,663.1,5,28.3,?,,,
314.2,-213.3,136.7,30,671.9,5,27.9,?,,,
323.9,-215.4,137.1,40,680.8,5,27.5,?,,,
333.7,-217.6,131.7,50,689.6,5,27.2,?,,,
343.5,-219.7,131.4,60,698.5,5,26.8,?,,,
-84.3,-398.6,134.6,10,628.9,8,64.9,?,,,
-74.6,-401.1,136.6,20,633.3,8,64.0,?,,,
-64.9,-403.6,136.0,30,637.7,8,63.2,?,,,
-55.2,-406.1,140.9,40,642.3,8,62.4,?,,,
-45.6,-408.6,138.5,50,647.0,8,61.6,?,,,
-35.9,-411.1,136.2,60,651.8,8,60.9,?,,,
-26.2,-413.7,135.3,70,656.7,8,60.1,?,,,
-16.5,-416.2,136.3,80,661.7,8,59.4,?,,,
-6.9,-418.7,139.1,90,666.9,8,58.6,?,,,
2.8,-421.2,141.3,100,672.1,8,57.9,?,,,
12.5,-423.7,140.6,110,677.5,8,57.2,?,,,
22.2,-426.2,140.7,120,683.0,8,56.5,?,,,
31.9,-428.8,138.2,130,688.6,8,55.8,?,,,
41.5,-431.3,140.2,140,694.2,8,55.1,?,,,
51.2,-433.8,142.7,150,700.0,8,54.4,?,,,
60.9,-436.3,143.2,160,705.9,8,53.8,?,,,
70.6,-438.8,141.7,170,711.8,8,53.1,?,,,
80.2,-441.4,141.5,180,717.9,8,52.5,?,,,
89.9,-443.9,139.8,190,724.0,8,51.9,?,,,
99.6,-446.4,141.9,200,730.2,8,51.2,?,,,
109.3,-448.9,140.1,210,736.5,8,50.6,?,,,
119.0,-451.4,140.0,220,742.9,8,50.0,?,,,
128.6,-453.9,141.8,230,749.4,8,49.4,?,,,
138.3,-456.5,143.7,240,755.9,8,48.9,?,,,
148.0,-459.0,142.7,250,762.5,8,48.3,?,,,
157.7,-461.5,142.5,260,769.2,8,47.7,?,,,
167.3,-464.0,141.7,270,776.0,8,47.2,?,,,
177.0,-466.5,142.7,280,782.8,8,46.7,?,,,
186.7,-469.0,142.7,290,789.7,8,46.1,?,,,
196.4,-471.6,142.5,300,796.7,8,45.6,?,,,
-23.7,-350.9,132.7,10,597.1,4,29.9,?,,,
-25.9,-360.6,133.8,20,605.8,4,29.4,?,,,
-28.1,-370.4,137.9,30,614.5,4,29.0,?,,,
-30.3,-380.1,139.5,40,623.3,4,28.5,?,,,
-32.5,-389.9,134.2,50,632.1,4,28.1,?,,,
-34.7,-399.6,133.6,60,641.0,4,27.7,?,,,
164.0,-455.4,142.7,10,766.8,4,41.2,?,,,
166.3,-445.7,142.0,20,759.4,4,41.7,?,,,
168.5,-435.9,140.5,30,751.9,4,42.2,?,,,
170.7,-426.2,138.0,40,744.5,4,42.7,?,,,
173.0,-416.5,141.7,50,737.2,4,43.3,?,,,
175.2,-406.7,140.8,60,730.0,4,43.8,?,,,
45.4,-367.3,130.9,10,636.1,5,34.7,?,,,
43.3,-377.1,128.6,20,644.3,5,34.2,?,,,
41.2,-386.8,131.3,30,652.6,5,33.7,?,,,
39.1,-396.6,130.9,40,660.9,5,33.2,?,,,
37.0,-406.4,132.4,50,669.3,5,32.7,?,,,
34.9,-416.2,132.4,60,677.8,5,32.3,?,,,
101.3,-438.0,141.9,10,723.3,4,35.5,?,,,
103.2,-428.2,142.2,20,715.2,4,36.0,?,,,
105.1,-418.4,139.6,30,707.2,4,36.4,?,,,
107.0,-408.6,137.3,40,699.1,4,36.9,?,,,
108.9,-398.8,137.6,50,691.2,4,37.4,?,,,
110.8,-388.9,137.6,60,683.2,4,37.9,?,,,
-154.0,-319.6,133.8,10,541.3,6,16.4,?,,,
-156.1,-329.4,136.5,20,550.9,6,16.1,?,,,
-158.1,-339.2,132.2,30,560.5,6,15.9,?,,,
-160.1,-349.0,132.9,40,570.1,6,15.6,?,,,
-162.1,-358.8,129.6,50,579.8,6,15.3,?,,,
-164.1,-368.6,130.9,60,589.4,6,15.1,?,,,
-158.3,-377.9,132.8,10,599.1,5,68.8,?,,,
-148.7,-380.9,133.8,20,602.8,5,68.0,?,,,
-139.1,-383.9,138.2,30,606.6,5,67.1,?,,,
-377.5,-181.6,126.6,10,439.0,6,70.7,?,,,
-370.2,-188.4,128.7,20,442.4,6,69.5,?,,,
-362.9,-195.2,131.1,30,446.0,6,68.3,?,,,
-355.6,-202.1,130.9,40,449.8,6,67.1,?,,,
-348.3,-208.9,127.8,50,453.8,6,66.0,?,,,
-334.8,-218.9,118.7,60,459.0,6,87.0,?,,,
-325.4,-222.4,123.5,70,459.7,6,85.8,?,,,
-316.0,-225.8,123.8,80,460.5,6,84.5,?,,,
-306.6,-229.2,125.8,90,461.6,6,83.3,?,,,
-297.2,-232.7,126.3,100,462.9,6,82.1,?,,,
-287.9,-236.1,124.8,110,464.3,6,80.8,?,,,
-264.4,-153.2,117.4,10,378.5,4,89.2,?,,,
-274.3,-151.3,119.8,20,378.5,4,89.3,?,,,
-284.1,-149.4,122.1,30,378.7,4,87.8,?,,,
-293.9,-147.6,123.7,40,379.2,4,86.3,?,,,
-303.7,-145.7,125.7,50,380.0,4,84.8,?,,,
-313.6,-143.9,125.8,60,381.1,4,83.3,?,,,
-323.4,-142.0,119.8,70,382.4,4,81.8,?,,,
-333.2,-140.1,120.3,80,383.9,4,80.3,?,,,
-343.1,-138.3,127.0,90,385.7,4,78.9,?,,,
-352.9,-136.4,127.6,100,387.8,4,77.4,?,,,
-362.7,-134.6,127.4,110,390.1,4,76.0,?,,,
-372.5,-132.7,125.0,120,392.6,4,74.6,?,,,
-325.8,64.9,106.4,10,199.8,5,61.0,?,,,
-316.0,63.1,112.1,20,195.1,5,63.6,?,,,
-306.1,61.4,107.8,30,190.9,5,66.3,?,,,
-296.3,59.6,107.1,40,187.1,5,69.1,?,,,
-286.4,57.8,109.3,50,183.8,5,72.0,?,,,
-276.6,56.0,105.2,60,180.9,5,75.0,?,,,
-266.8,54.2,99.6,70,178.6,5,78.1,?,,,
-256.9,52.5,99.0,80,176.8,5,81.3,?,,,
-247.1,50.7,105.5,90,175.6,5,84.5,?,,,
-237.2,48.9,105.2,100,174.9,5,87.8,?,,,
-227.4,47.1,105.5,110,174.8,5,88.9,?,,,
-44.4,13.1,116.8,10,258.4,4,41.9,?,,,
-54.2,15.0,118.7,20,251.0,4,43.4,?,,,
-64.0,17.0,120.1,30,243.9,4,45.0,?,,,
-73.8,18.9,118.6,40,236.9,4,46.8,?,,,
-62.1,156.3,104.2,10,151.4,5,14.1,?,,,
-72.0,158.2,107.1,20,141.7,5,15.1,?,,,
-81.8,160.0,105.1,30,132.1,5,16.2,?,,,
-91.6,161.9,100.8,40,122.5,5,17.5,?,,,
-101.4,163.7,99.9,50,113.0,5,19.0,?,,,
-111.3,165.6,99.3,60,103.6,5,20.8,?,,,
-121.1,167.4,99.5,70,94.3,5,23.0,?,,,
-130.9,169.3,95.9,80,85.2,5,25.6,?,,,
-140.7,171.1,96.4,90,76.3,5,28.9,?,,,
-150.6,173.0,93.2,100,67.7,5,33.0,?,,,
-160.4,174.9,92.8,110,59.6,5,38.2,?,,,
-170.2,176.7,91.5,120,52.1,5,45.0,?,,,
